exchange,last_price,last_vol,spread,trade_time
gdax,0.2692,23641896.8,0.074074,2025-02-04 17:13:53+00:00
kraken,0.27102,16440966.4496954,0.0295,2025-02-04 17:15:43+00:00
fmcpay,0.27062,19969447.882,0.310066,2025-02-04 17:15:20+00:00
binance_us,0.27081,4791878.63258373,1.058104,2025-02-04 17:16:49+00:00
coinzoom,0.255,10.0,18.518519,2025-02-03 18:45:46+00:00
coinlist,0.2713,2070721.4717,-0.036941,2025-02-04 17:17:09+00:00
