exchange,last_price,last_vol,spread,trade_time
gdax,0.7606,5283721.46,0.039308,2025-02-04 17:14:20+00:00
tapbit,0.7587,3187746.4,0.22339,2025-02-04 17:13:40+00:00
kraken,0.764313,4471272.08329119,0.020018,2025-02-04 17:15:41+00:00
fmcpay,0.758,2479088.74,0.131926,2025-02-04 16:58:28+00:00
binance_us,0.7598,671503.0762700711,0.343144,2025-02-04 17:10:04+00:00
