exchange,last_price,last_vol,spread,trade_time
gdax,2.643,4234585.368531,0.079482,2025-02-04 17:15:24+00:00
kraken,2.64403,5768749.79346881,0.060882,2025-02-04 17:15:40+00:00
fmcpay,2.6173,7198222.068,0.099134,2025-02-04 16:58:28+00:00
binance_us,2.6427,1842845.5136791917,0.21172,2025-02-04 17:16:50+00:00
coinzoom,2.629,6184.9,0.432342,2025-02-04 17:12:59+00:00
